Business / DBA Name,Legal Entity Name,Street Address,City,State,ZIP Code,NAICS Code,Industry Category,Entity Type,Permit Issue Date,MSSP Regulatory Sales Hook
"STAR LANE AUTO STORAGE, LLC","STAR LANE AUTO STORAGE, LLC",5808 STAR LN,HOUSTON,TX,77057,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2014-11-26T00:00:00.000,Supply Chain / Port Operations Business Continuity
"STELLA ENVIRONMENTAL SERVICES, LLC","STELLA ENVIRONMENTAL SERVICES, LLC",10013 KOENIG ST,HOUSTON,TX,77034,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Corporation / Corporate Entity,2012-03-09T00:00:00.000,Supply Chain / Port Operations Business Continuity
STOLTHAVEN HOUSTON,"STOLTHAVEN HOUSTON, INC.",15602 JACINTOPORT BLVD,HOUSTON,TX,77015,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,1993-11-19T00:00:00.000,Supply Chain / Port Operations Business Continuity
STORAGE DIRECT WILLOWBROOK,"CALICO INDUSTRIES-CP, LLC",9250 MILLS RD,HOUSTON,TX,77070,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2015-10-31T00:00:00.000,Supply Chain / Port Operations Business Continuity
STORSQUARE HOUSTON WEST,"APEX INVESTMENT VENTURES, LLC",2307 ELEANOR TINSLEY WAY,HOUSTON,TX,77023,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2026-05-19T00:00:00.000,Supply Chain / Port Operations Business Continuity
SUNITA LOGISTICS & TRANSPORTATION LLC,SUNITA LOGISTICS & TRANSPORTATION LLC,5444 WESTHEIMER RD STE 1425,HOUSTON,TX,77056,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Corporation / Corporate Entity,2019-06-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
SUNSET MOVERS & HOME SOLUTIONS,SUNSET FURNITURE LLC,10846 BEECHNUT ST # A,HOUSTON,TX,77072,484210,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2025-08-19T00:00:00.000,Supply Chain / Port Operations Business Continuity
"SYNAGRO OF TEXAS-CDR, INC.","SYNAGRO OF TEXAS-CDR, INC.",1800 BERING DR STE 1000,HOUSTON,TX,77057,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,2024-08-15T00:00:00.000,Supply Chain / Port Operations Business Continuity
T & T HAULING,"T & T HAULING, LLC",10010 KEMPWOOD DR APT 407,HOUSTON,TX,77080,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2011-11-29T00:00:00.000,Supply Chain / Port Operations Business Continuity
T & T MOTORS INC,"T & T MOTORS, INC.",3409 SADLER ST,HOUSTON,TX,77093,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,1999-01-15T00:00:00.000,Supply Chain / Port Operations Business Continuity
TAMA TIRES,AMYN NARSI,2550 N WAYSIDE DR,HOUSTON,TX,77020,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Type IS,2026-07-24T00:00:00.000,Supply Chain / Port Operations Business Continuity
TARGET DELIVERY CO INC,"TARGET DELIVERY CO., INC.",3314 BRILL ST,HOUSTON,TX,77026,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,1971-05-10T00:00:00.000,Supply Chain / Port Operations Business Continuity
TBN MURRAY FAM LLC,TBN MURRAY FAM LLC,7935 WRIGHT RD STE B,HOUSTON,TX,77041,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2025-11-03T00:00:00.000,Supply Chain / Port Operations Business Continuity
TENDER TRANSITIONS,"TENDER TRANSITIONS, INC.",13507 FOXMOOR LN,HOUSTON,TX,77069,484210,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,2019-09-05T00:00:00.000,Supply Chain / Port Operations Business Continuity
